Season Number,Startup Name,Season Start,Season End,Episode Number,Episode Title,Anchor,Pitch Number,Industry,Business Description,Company Website,Number of Presenters,Male Presenters,Female Presenters,Transgender Presenters,Couple Presenters,Pitchers Average Age,Started in,Pitchers City,Pitchers State,Yearly Revenue,Monthly Sales,Gross Margin,Net Margin,Original Ask Amount,Original Offered Equity,Valuation Requested,Received Offer,Accepted Offer,Total Deal Amount,Total Deal Equity,Total Deal Debt,Debt Interest,Deal Valuation,Number of sharks in deal,Deal has conditions,Has Patents,Ashneer Investment Amount,Ashneer Investment Equity,Ashneer Debt Amount,Namita Investment Amount,Namita Investment Equity,Namita Debt Amount,Anupam Investment Amount,Anupam Investment Equity,Anupam Debt Amount,Vineeta Investment Amount,Vineeta Investment Equity,Vineeta Debt Amount,Aman Investment Amount,Aman Investment Equity,Aman Debt Amount,Peyush Investment Amount,Peyush Investment Equity,Peyush Debt Amount,Ghazal Investment Amount,Ghazal Investment Equity,Ghazal Debt Amount,Amit Investment Amount,Amit Investment Equity,Amit Debt Amount,Guest Investment Amount,Guest Investment Equity,Guest Debt Amount,Guest Name,Ashneer Present,Namita Present,Anupam Present,Vineeta Present,Aman Present,Peyush Present,Ghazal Present,Amit Present,Guest Present
2,PadCare,02-Jan-23,10-Mar-23,23,Changing The World,Rahul Dua,220,Manufacturing,Menstrual hygiene disposal solution,https://www.padcarelabs.com/,1,1,,,0,Young,,Pune,Maharashtra,-1,14,,,50,2,2500,1,1,100,4,,,2500,4,,,,,,25,1,,25,1,,25,1,,,,,25,1,,,,,,,,,,,,,1,1,1,1,1,,,
2,SwadeshiBlessings,02-Jan-23,10-Mar-23,23,Changing The World,Rahul Dua,221,Furnishing/Household,Clay utensils and cookwares,https://www.swadeshiblessings.in/,3,1,2,,0,Middle,2020,Udaipur,Rajasthan,120,28,60,,50,5,1000,1,1,25,5,25,12,500,2,,,,,,12.5,2.5,12.5,,,,12.5,2.5,12.5,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,
2,OLL,02-Jan-23,10-Mar-23,23,Changing The World,Rahul Dua,222,Technology/Software,Online Live Learning Skill development classes,https://www.oll.co/,1,1,,,0,Young,,Mumbai,Maharashtra,,,,,30,2,1500,1,1,30,5,,,600,2,,,,,,,,,,,,15,2.5,,,,,15,2.5,,,,,,,,,,,,,1,1,1,1,1,,,
2,Febris,02-Jan-23,10-Mar-23,23,Changing The World,Rahul Dua,223,Medical/Health,"Scrubs, Lab Coats & Medical Apparel",https://www.febris.in/,2,2,,,0,Middle,,Ferozepur,Punjab,110,12,,20,100,2.5,4000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,
2,Geeani,02-Jan-23,10-Mar-23,24,India Ke Incredible Entrepreneurs,Rahul Dua,224,Vehicles/Electrical Vehicles,Smallest EV tractor,,3,2,1,,0,Middle,,Ahmedabad,Gujarat,,,,,75,7.5,1000,1,1,100,10,,,1000,3,,,,,,,,,33.33,3.33,,33.33,3.33,,33.33,3.33,,,,,,,,,,,,,,,,1,1,1,1,,,1,
2,Amore,02-Jan-23,10-Mar-23,24,India Ke Incredible Entrepreneurs,Rahul Dua,225,Food,Gelato Ice Cream Online,https://www.amoregelato.com/,2,2,,,0,Middle,,"Hyderabad,Mumbai","Telangana,Maharashtra",,,,,75,4,1875,1,1,75,7.5,,,1000,1,yes,,,,,,,,75,7.5,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,1,
2,LeafyAffair,02-Jan-23,10-Mar-23,24,India Ke Incredible Entrepreneurs,Rahul Dua,226,Beauty/Fashion,Botanical Jewellery,https://leafyaffair.com/,1,1,,,0,Middle,,Bangalore,Karnataka,110,21,80,,50,2.5,2000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,1,
2,ScrapUncle,02-Jan-23,10-Mar-23,25,Badhta India,Rahul Dua,227,Services,Sell scrap recyclables online,https://scrapuncle.com/,1,1,,,0,Young,2020,Delhi,Delhi,600,,25,,60,3,2000,1,1,60,5,,,1200,1,,,,,,,,,,,,,,,,,,,,,,,,60,5,,,,,,,1,1,1,1,,,1,
2,SharmaJiKiAata,02-Jan-23,10-Mar-23,25,Badhta India,Rahul Dua,228,Food,Freshly milled atta,https://sharmajikaaata.com/,2,1,1,,0,Middle,2019,Pune,Maharashtra,,,63,38,40,10,400,1,1,40,20,,,200,1,,,,,,,,,40,20,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,1,
2,Manetain,02-Jan-23,10-Mar-23,25,Badhta India,Rahul Dua,229,Beauty/Fashion,Curly Hair Care Products,https://manetain.in/,2,,2,,0,Young,,"Cochin,Mumbai","Kerala,Maharashtra",100,12,60,,75,2.5,3000,1,1,75,10,,,750,1,,,,,,,,,,,,,,,75,10,,,,,,,,,,,,,,,,1,1,1,1,,,1,
2,GavinParis,02-Jan-23,10-Mar-23,26,Bharat Badal Raha Hai,Rahul Dua,230,Beauty/Fashion,Gender-Neutral Fashion,https://www.gavinparis.com/,2,2,,,0,Young,2022,Kolkata,West Bengal,114,,60,,50,5,1000,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,1,
2,UnStop,02-Jan-23,10-Mar-23,26,Bharat Badal Raha Hai,Rahul Dua,231,Technology/Software,Connecting talent colleges recruiters,https://unstop.com/,1,1,,,0,Middle,2022,Delhi,Delhi,1600,,90,,100,1,10000,1,1,200,4,,,5000,4,,,,,,50,1,,50,1,,,,,50,1,,,,,,,,50,1,,,,,,,1,1,1,1,,,1,
2,BlueTea,02-Jan-23,10-Mar-23,26,Bharat Badal Raha Hai,Rahul Dua,232,Food,Ayurvedic Herbal Tea,https://bluetea.co.in/,2,2,,,0,Middle,2018,"Faridabad,Kolkata","Haryana,West Bengal",1000,,,19,75,1,7500,1,1,50,3,25,12,1666.666667,1,,,,,,,,,,,,,,,50,3,25,,,,,,,,,,,,,,,1,1,1,1,,,1,
2,TheGreenSnack,02-Jan-23,10-Mar-23,27,Nayi Soch Naye Vichaar,Rahul Dua,233,Food,Healthy Snacks Online,https://thegreensnackco.com/,2,1,1,,1,Middle,2017,Mumbai,Maharashtra,-1,25,,,100,2,5000,1,1,100,8,,,1250,1,,,,,,,,,,,,100,8,,,,,,,,,,,,,,,,,,,1,1,1,1,,,1,
2,HobbyIndia,02-Jan-23,10-Mar-23,27,Nayi Soch Naye Vichaar,Rahul Dua,234,Furnishing/Household,Online Art & Craft Store,https://hobbyindia.store/,3,1,2,,1,Young,,Surat,Gujarat,117,,,,50,3,1666.666667,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,1,
2,Flhexible,02-Jan-23,10-Mar-23,27,Nayi Soch Naye Vichaar,Rahul Dua,235,Furnishing/Household,Composite paper honeycomb panels,https://www.flhexible.com/,2,1,1,,1,Middle,2019,Jaipur,Rajasthan,16,3.5,40,25,50,7.5,666.6666667,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,1,
2,UpThrust,02-Jan-23,10-Mar-23,27,Nayi Soch Naye Vichaar,Rahul Dua,236,Sports,ESPORTS AND GAMING ORGANISATION,https://www.upthrustesports.com/,2,2,,,0,Young,,Mumbai,Maharashtra,300,33,,30,75,3,2500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,1,
2,Zoff,02-Jan-23,10-Mar-23,28,Game Changers,Rahul Dua,237,Food,Cool Grind Technology Indian Spices,https://zofffoods.com/,2,2,,,0,Middle,2018,Raipur,Chhattisgarh,,700,,,100,0.5,20000,1,1,100,1.25,,,8000,1,,,,,,,,,,,,,,,100,1.25,,,,,,,,,,,,,,,,1,1,1,1,,,1,
2,DesiToys,02-Jan-23,10-Mar-23,28,Game Changers,Rahul Dua,238,Manufacturing,Indian Traditional Toys and Indoor Games,https://www.desitoys.in/,1,,1,,0,Middle,2017,Mumbai,Maharashtra,115,20,50,18,50,3,1666.666667,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,1,
2,CloudWorx,02-Jan-23,10-Mar-23,28,Game Changers,Rahul Dua,239,Technology/Software,NoCode Enterprise Metaverse App Builder,http://www.cloudworx.ai/,1,1,,,0,Middle,,Bangalore,Karnataka,,14,,,40,2,2000,1,1,40,3.2,,,1250,2,yes,,,,,20,1.6,,20,1.6,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,1,
2,Mahantam,02-Jan-23,10-Mar-23,29,Pulse Of The Country,Rahul Dua,240,Manufacturing,Tea Glass Washing Machine,https://mahantam.co.in/,2,2,,,0,Young,,Banaskantha,Gujarat,,,,,30,10,300,1,1,30,20,,,150,5,,,,,,6,4,,6,4,,6,4,,6,4,,6,4,,,,,,,,,,,,,1,1,1,1,1,,,
2,MindPeers,02-Jan-23,10-Mar-23,29,Pulse Of The Country,Rahul Dua,241,Medical/Health,For Mental Strength,https://www.mindpeers.co/,2,1,1,,0,Middle,,Delhi,Delhi,,,,,53,1,5300,1,1,106,2,,,5300,4,,,,,,17.66,0.33,,,,,17.66,0.33,,17.66,0.33,,53,1,,,,,,,,,,,,,1,1,1,1,1,,,
2,Barosi,02-Jan-23,10-Mar-23,29,Pulse Of The Country,Rahul Dua,242,Food,Fresh & pure milk products,https://www.barosi.in/,1,1,,,0,Middle,2016,Pataudi,Haryana,-1,42,40,,50,2,2500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,
2,Daryaganj,02-Jan-23,10-Mar-23,30,Changing India,Rahul Dua,243,Food,North Indian Cuisine restaurant,https://daryaganj.com/,3,3,,,0,Middle,,Delhi,Delhi,,300,,,90,0.5,18000,1,1,90,1,,,9000,1,yes,,,,,,,,,,,,,,90,1,,,,,,,,,,,,,,,,1,1,1,1,1,,,
2,DhruvVidyut,02-Jan-23,10-Mar-23,30,Changing India,Rahul Dua,244,Vehicles/Electrical Vehicles,Invention converts cycle into an electric cycle,https://www.instagram.com/dhruvvidyutdv/?hl=en,1,1,,,0,Middle,,Delhi,Delhi,,,,,0,0.5,0,1,1,0,0.5,,,0,3,yes,,,,,,,,0,0.166,,,,,0,0.166,,0,0.166,,,,,,,,,,,,,1,1,1,1,1,,,
2,CELLBELL,02-Jan-23,10-Mar-23,30,Changing India,Rahul Dua,245,Furnishing/Household,Gaming Office Chairs,https://cellbell.in/,3,3,,,0,Middle,2019,Ulhasnagar,Maharashtra,,400,52,,90,1.5,6000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,
2,Tipayi,02-Jan-23,10-Mar-23,31,Innovations And Investments,Rahul Dua,246,Manufacturing,Balance Bike for Kids,https://www.vamshycle.com/,1,1,,,0,Young,2019,Pune,Maharashtra,21,0.5,35,26,50,10,500,1,0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,
2,DigiQure,02-Jan-23,10-Mar-23,31,Innovations And Investments,Rahul Dua,247,Medical/Health,Book Doctors Appointments Video Consultation,https://digiqure.com/,2,2,,,0,Middle,,Bhopal,Madhya Pradesh,,,,,40,4,1000,1,1,40,10,,,400,1,,,,,,40,10,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,
2,Nirmalaya,02-Jan-23,10-Mar-23,31,Innovations And Investments,Rahul Dua,248,Manufacturing,Incense products made from temple flowers,https://nirmalaya.com/,3,2,1,,1,Middle,,Delhi,Delhi,-1,80,,,60,1.5,4000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,
2,Pabiben,02-Jan-23,10-Mar-23,32,Pitch Perfect,Rahul Dua,249,Beauty/Fashion,Handcrafted products sold directly by artisans,https://www.pabiben.com/,2,1,1,,0,Middle,,Ahmedabad,Gujarat,,,50,35,50,5,1000,1,1,10,5,40,0,200,1,,,,,,10,5,40,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,
2,Homestrap,02-Jan-23,10-Mar-23,32,Pitch Perfect,Rahul Dua,250,Furnishing/Household,Collection of organizer for home and travelling,https://www.homestrap.com/,2,1,1,,1,Middle,,Indore,Madhya Pradesh,,,55,,70,1,7000,1,1,50,7,20,10,714.2857143,1,,,,,,,,,50,7,20,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,
2,uBreathe,02-Jan-23,10-Mar-23,32,Pitch Perfect,Rahul Dua,251,Manufacturing,Smart Natural Air Purifier,https://www.ubreathe.in/,2,2,,,0,Middle,,Gurgaon,Haryana,,,,,150,7.5,2000,1,1,50,5,100,10,1000,1,,,,,,50,5,100,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,
2,Deyor,02-Jan-23,10-Mar-23,32,Pitch Perfect,Rahul Dua,252,Technology/Software,Chatbot integrated experiential travel website,https://www.deyorcamps.com/,2,2,,,0,Middle,,Gurgaon,Haryana,,,25,5,100,1,10000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,
2,iMumz,02-Jan-23,10-Mar-23,33,Growing With India,Rahul Dua,253,Medical/Health,Transforming pregnancy and parenting with app,https://www.imumz.com/,3,2,1,,0,Middle,2020,Bangalore,Karnataka,,,,,70,1,7000,1,1,10,1,60,10,1000,1,,,,,,,,,,,,,,,,,,10,1,60,,,,,,,,,,,,1,1,1,1,1,,,
2,TheHealthyBinge,02-Jan-23,10-Mar-23,33,Growing With India,Rahul Dua,254,Food,Assorted Pack Baked Chips,https://www.healthybinge.co.in/,2,2,,,0,Middle,,Pune,Maharashtra,-1,11,,,50,5,1000,1,1,50,5,,,1000,2,,,,,,,,,,,,,,,25,2.5,,25,2.5,,,,,,,,,,,,,1,1,1,1,1,,,
2,Freakins,02-Jan-23,10-Mar-23,33,Growing With India,Rahul Dua,255,Beauty/Fashion,Fashionable Denim Apparel,https://freakins.com/,2,2,,,0,Middle,,Mumbai,Maharashtra,-1,,63,,70,1,7000,1,1,50,2.5,20,12,2000,1,yes,,,,,,,,,,,50,2.5,20,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,
2,Perfora,02-Jan-23,10-Mar-23,34,Growing Ideas Into Successful Businesses,Rahul Dua,256,Furnishing/Household,Toothpaste Electric Toothbrush,https://perforacare.com/,2,2,,,0,Young,,"Ballarpur,Karnal","Haryana,Maharashtra",-1,,57,,80,1,8000,1,1,80,2.5,,,3200,3,,,,,,26.66,0.833,,,,,26.66,0.833,,,,,26.66,0.833,,,,,,,,,,,,,1,1,1,1,1,,,
2,MidNightAngelsByPC,02-Jan-23,10-Mar-23,34,Growing Ideas Into Successful Businesses,Rahul Dua,257,Beauty/Fashion,Lounge & Travel wear,https://midnightangelsbypc.com/,2,,2,,0,Middle,2017,Gurgaon,Haryana,180,,83,20,75,6,1250,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,
2,CureSee,02-Jan-23,10-Mar-23,34,Growing Ideas Into Successful Businesses,Rahul Dua,258,Medical/Health,Artificial Intelligence (AI) based vision therapy,https://curesee.com/,3,3,,,0,Middle,2019,Gurgaon,Haryana,0,264,,,40,5,800,1,1,50,10,,,500,1,,,,,,,,,,,,,,,,,,50,10,,,,,,,,,,,,,1,1,1,1,1,,,
2,MeduLance,02-Jan-23,10-Mar-23,35,Business Ideas Ka Pitara,Rahul Dua,259,Medical/Health,One-stop solution for all healthcare needs,https://medulance.com/,2,2,,,0,Middle,,Delhi,Delhi,240,,,24,200,1,20000,1,1,200,2,,,10000,3,,,,,,66.66,0.666,,,,,,,,66.66,0.666,,66.66,0.666,,,,,,,,,,,,,1,1,,1,1,,1,
2,Cakelicious,02-Jan-23,10-Mar-23,35,Business Ideas Ka Pitara,Rahul Dua,260,Food,Cakes Online,,2,,2,,0,Middle,,Kolkata,West Bengal,,3,60,40,25,5,500,1,1,25,20,,,125,1,,,,,,,,,,,,,,,,,,,,,,,,25,20,,,,,,,1,1,,1,1,,1,
2,Bowled.io,02-Jan-23,10-Mar-23,35,Business Ideas Ka Pitara,Rahul Dua,261,Sports,Play-to-Earn Social Gaming Platform,https://www.bowled.io/,2,2,,,0,Middle,,Mumbai,Maharashtra,,,,,80,1,8000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,1,,1,
2,Toyshine,02-Jan-23,10-Mar-23,35,Business Ideas Ka Pitara,Rahul Dua,262,Manufacturing,Collection of Toys,https://toyshine.in/,1,1,,,0,Middle,,Jalandhar,Punjab,4500,450,,15,125,0.5,25000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,1,,1,
2,neuphony,02-Jan-23,10-Mar-23,36,Anokhe Pitchers Ke Anokhe Ideas,Rahul Dua,263,Medical/Health,Wearable EEG Headband,https://neuphony.com/,2,1,1,,1,Young,2022,Noida,Uttar Pradesh,-1,,,,100,2,5000,1,1,100,5.4,,,1851.851852,2,,,,,,,,,,,,,,,50,2.7,,50,2.7,,,,,,,,,,,,,1,1,1,1,1,,,
2,Amrutam,02-Jan-23,10-Mar-23,36,Anokhe Pitchers Ke Anokhe Ideas,Rahul Dua,264,Food,Ayurvedic Lifestyle products,https://amrutam.co.in/,3,2,1,,0,Middle,2017,Gwalior,Madhya Pradesh,110,,,,50,2,2500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,
2,HoloKitab,02-Jan-23,10-Mar-23,36,Anokhe Pitchers Ke Anokhe Ideas,Rahul Dua,265,Technology/Software,Augmented Reality content for books,https://www.holokitab.in/,2,2,,,0,Middle,,Jalandhar,Punjab,0,,,,45,10,450,1,1,45,25,,,180,1,yes,,,,,45,25,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,
2,Zoe,02-Jan-23,10-Mar-23,37,Bharat Ka Kal,Rahul Dua,266,Food,Nutrition For Life. Shop health & wellness products,https://www.zoe.menu/,2,1,1,,1,Middle,,Gurgaon,Haryana,120,,,,75,5,1500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,1,,1,
2,Hornback,02-Jan-23,10-Mar-23,37,Bharat Ka Kal,Rahul Dua,267,Vehicles/Electrical Vehicles,Diamond frame folding bicycles,https://hornback.bike/,2,2,,,0,Middle,,Hyderabad,Telangana,,,,,50,1,5000,1,1,50,2.5,,,2000,1,yes,1,,,,,,,,,,,,,,,,,,,,,,50,2.5,,,,,,,1,1,,1,1,,1,
2,Malaki,02-Jan-23,10-Mar-23,37,Bharat Ka Kal,Rahul Dua,268,Liquor/Beverages,Non-Alcoholic Beverages,https://malaki.in/,2,2,,,0,Middle,,Mumbai,Maharashtra,270,42,56,13,50,1,5000,1,1,50,3,,,1666.666667,2,,,,,,,,,,,,,,,25,1.5,,25,1.5,,,,,,,,,,,,,1,1,,1,1,,1,
2,nanoclean,02-Jan-23,10-Mar-23,37,Bharat Ka Kal,Rahul Dua,269,Manufacturing,Contamination Control Solutions,https://nanoclean.store/,1,1,,,0,Middle,2017,Bikaner,Rajasthan,110,5,,,80,2,4000,0,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,1,,1,
2,DesmondJi,02-Jan-23,10-Mar-23,38,Innovation And Imagination,Rahul Dua,270,Liquor/Beverages,"Spirits, Liqueurs & Cocktail Blends",,2,2,,,0,Middle,,Goa,Goa,1200,125,,,100,1,10000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,1,,1,
2,Cremeitalia,02-Jan-23,10-Mar-23,38,Innovation And Imagination,Rahul Dua,271,Food,Fresh Italian Cheese Products,https://cremeitalia.com/,1,1,,,0,Middle,,Mumbai,Maharashtra,,62,,,90,1.5,6000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,1,,1,
2,nawgati,02-Jan-23,10-Mar-23,38,Innovation And Imagination,Rahul Dua,272,Services,Congestion Management for Fuel Stations,https://www.nawgati.com/,3,3,,,0,Young,,Noida,Uttar Pradesh,,,,,67,2,3350,1,1,67,3,,,2233.333333,2,,,,,,,,,,,,,,,33.5,1.5,,,,,,,,33.5,1.5,,,,,,,1,1,,1,1,,1,
2,Swytchd,02-Jan-23,10-Mar-23,38,Innovation And Imagination,Rahul Dua,273,Vehicles/Electrical Vehicles,All-inclusive Electric Vehicle Subscription,https://swytchd.com/,1,1,,,0,Middle,,Bangalore,Karnataka,,,,,50,3,1666.666667,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,1,,1,
2,GladFul,02-Jan-23,10-Mar-23,39,Revolutionary Ideas And Successful Businesses,Rahul Dua,274,Food,Natural High Protein Rich & Healthy Foods,https://gladful.in/,2,1,1,,0,Middle,2022,Jaipur,Rajasthan,-1,24,,,50,2,2500,1,1,50,3.5,,,1428.571429,3,,,,,,16.66,1.1666,,,,,,,,16.66,1.1666,,,,,,,,16.66,1.1666,,,,,,,1,1,,1,1,,1,
2,Pharmallama,02-Jan-23,10-Mar-23,39,Revolutionary Ideas And Successful Businesses,Rahul Dua,275,Medical/Health,Simplified pharmacy,https://pharmallama.com/,3,3,,,0,Middle,2022,Bangalore,Karnataka,,24,,,100,1.5,6666.666667,1,1,200,5,,,4000,5,,,,,,40,1,,40,1,,,,,40,1,,40,1,,,,,40,1,,,,,,,1,1,,1,1,,1,
2,CraveRajaFoods,02-Jan-23,10-Mar-23,39,Revolutionary Ideas And Successful Businesses,Rahul Dua,276,Food,Cloud-kitchen service,https://craverajafoods.com/,2,2,,,0,Middle,2020,Kolkata,West Bengal,256,20,70,3,65,3,2166.666667,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,1,,1,
2,VAPerfume,02-Jan-23,10-Mar-23,39,Revolutionary Ideas And Successful Businesses,Rahul Dua,277,Furnishing/Household,"Devotional, meditational, and romantic incense",http://www.vaperfume.com/,1,1,,,0,Middle,,Mumbai,Maharashtra,,,56,35,100,10,1000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,1,,1,
2,Hood,02-Jan-23,10-Mar-23,40,Creating Valuable Businesses,Rahul Dua,278,Technology/Software,Pseudonymous social network,https://www.hood.live/,3,3,,,0,Middle,2022,Gurgaon,Haryana,0,,,,120,0.2,60000,1,1,60,0.54,60,12,11111.11111,2,,,,,,,,,,,,,,,30,0.27,30,30,0.27,30,,,,,,,,,,,,1,1,,1,1,,1,
2,TwistingScoops,02-Jan-23,10-Mar-23,40,Creating Valuable Businesses,Rahul Dua,279,Food,Authentic turkish ice cream,https://twistingscoops.com/,2,2,,,0,Young,,Delhi,Delhi,,,,40,100,2.5,4000,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,1,,1,
2,GROWiT,02-Jan-23,10-Mar-23,40,Creating Valuable Businesses,Rahul Dua,280,Agriculture,Protective farming products,https://thegrowit.com/,2,2,,,0,Middle,,Surat,Gujarat,-1,,22,,100,1,10000,1,1,50,1,50,10,5000,2,,,,,,25,0.5,25,,,,,,,,,,25,0.5,25,,,,,,,,,,,,1,1,,1,1,,1,
2,Makino,02-Jan-23,10-Mar-23,41,Out Of The Box Business Ideas,Rahul Dua,281,Food,Nachos & Nuts,https://makino-new.myshopify.com/,4,4,,,0,Young,2018,Himmatnagar,Gujarat,,2.5,40,,200,2,10000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,
2,Trunome,02-Jan-23,10-Mar-23,41,Out Of The Box Business Ideas,Rahul Dua,282,Medical/Health,Post Transplant Care,https://acrannolife.com/,2,2,,,0,Middle,,Chennai,Tamil Nadu,,,,,150,1,15000,1,1,150,2,,,7500,4,,1,,,,,,,37.5,0.5,,37.5,0.5,,37.5,0.5,,37.5,0.5,,,,,,,,,,,,,1,1,1,1,1,,,
2,Wol3D,02-Jan-23,10-Mar-23,41,Out Of The Box Business Ideas,Rahul Dua,283,Manufacturing,3D printing technology,https://worldoflilliputs.com/,4,2,2,,1,Middle,2016,Mumbai,Maharashtra,,,30,,150,1,15000,1,1,80,2,70,,4000,1,,,,,,,,,,,,,,,80,2,70,,,,,,,,,,,,,,,1,1,1,1,1,,,
2,What'sUpWellness,02-Jan-23,10-Mar-23,41,Out Of The Box Business Ideas,Rahul Dua,284,Food,Wellness in the form of quick bites,https://whatsupwellness.in/,2,1,1,,0,Middle,,Kolkata,West Bengal,,30,,,50,3,1666.666667,1,1,60,4.76,,,1260.504202,3,,,,,,,,,20,1.586,,20,1.586,,20,1.586,,,,,,,,,,,,,,,,1,1,1,1,1,,,
2,ProostBeer,02-Jan-23,10-Mar-23,42,Building Businesses From Scratch,Rahul Dua,285,Liquor/Beverages,Freshly brewed beer,https://www.proost69.com/,2,2,,,0,Middle,2018,Delhi,Delhi,-1,,,,100,0.75,13333.33333,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,1,,1,
2,DrCubes,02-Jan-23,10-Mar-23,42,Building Businesses From Scratch,Rahul Dua,286,Liquor/Beverages,Frozen Fresh cubes,https://drcubes.in/,2,2,,,0,Middle,2017,Bangalore,Karnataka,75,,45,35,80,15,533.3333333,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,1,,1,
2,MetroRide,02-Jan-23,10-Mar-23,42,Building Businesses From Scratch,Rahul Dua,287,Vehicles/Electrical Vehicles,Metro Shuttle Service Access Transportation,https://metroride.in/,2,2,,,0,Middle,,Bangalore,Karnataka,54,25,,,75,1,7500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,1,,1,
2,Conker,02-Jan-23,10-Mar-23,42,Building Businesses From Scratch,Rahul Dua,288,Technology/Software,Skill Based Learning Online Courses,https://learn.conkerworld.com/,1,1,,,0,Middle,,Bangalore,Karnataka,120,22,50,8,40,1,4000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,1,,1,
2,WTF,02-Jan-23,10-Mar-23,43,Creating Value Through Ideas,Rahul Dua,289,Food,Where's The Food,,1,1,,,0,Middle,,Kolkata,West Bengal,,,,,75,5,1500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,1,,1,
2,funngro,02-Jan-23,10-Mar-23,43,Creating Value Through Ideas,Rahul Dua,290,Technology/Software,Smart Teens work with Smart companies,https://www.funngro.com/,3,1,2,,1,Middle,2021,Mumbai,Maharashtra,,,,,50,1.25,4000,1,1,50,4.16,,,1201.923077,2,,,,,,25,2.08,,,,,,,,,,,,,,,,,25,2.08,,,,,,,1,1,,1,1,,1,
2,Aadvik,02-Jan-23,10-Mar-23,43,Creating Value Through Ideas,Rahul Dua,291,Food,Buy Camel & Goat Milk,https://aadvikfoods.com/,2,2,,,0,Middle,,Delhi,Delhi,720,50,,,60,1.5,4000,1,1,15,1.5,45,12,1000,1,,,,,,,,,,,,,,,,,,,,,,,,15,1.5,45,,,,,,1,1,,1,1,,1,
2,oyehappy,02-Jan-23,10-Mar-23,43,Creating Value Through Ideas,Rahul Dua,292,Services,"Unique Gifts, Customized Gifts, Romantic Gifts, Thoughtful Gifts",https://www.oyehappy.com/,2,2,,,0,Middle,,Hyderabad,Telangana,1005,80,80,,50,1,5000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,1,,1,
